"Country","iso3","Year","control","Progress","Aspirational","Business as usual","p_change","a_change","aroc","model","wb2021","location","ref","asp","reach_base","refwsalt","aspwsalt","reach_75","reach_975","aroc2","p_change2","a_change2","ideal"
"Slovakia","SVK",2048,0.35307574578451,0.526635342854035,0.748030143039676,0.399416077436324,0.173559597069525,0.394954397255167,0.0463403316518149,"2","HIC","Slovakia",0.0159670920293646,0.0315602131308812,Inf,2031,2026,2034,2027,0.0716317735033922,0.26828426347996,0.6105110369283,0.64692425421549
"Slovenia","SVN",2048,0.233435314539124,0.525958779444773,0.745714829824706,0.249878997106923,0.29252346490565,0.512279515285583,0.0164436825678,"5","HIC","Slovenia",0.0234072884615637,0.0460542192604166,Inf,2034,2029,2038,2030,0.0214511350179322,0.381603105978953,0.668279565967207,0.766564685460877
"Solomon Islands","SLB",2048,0.0632411732865236,0.518573959005294,0.722177719332162,0.183537251381805,0.45533278571877,0.658936546045638,0.120296078095281,"9","LMIC","Solomon Islands",0.00966827571958828,0.0189682923486217,Inf,2044,2037,2046,2038,0.128417341438167,0.486072586384117,0.70342176369712,0.936758826713476
"Somalia","SOM",2048,0.0949794275460101,0.522258727338764,0.733674780560323,0.191618580393493,0.427279299792754,0.638695353014313,0.0966391528474833,"9","LIC","Somalia",0.00856792294595321,0.0117221344624866,Inf,2042,2035,2044,2035,0.106781166957833,0.472121090721919,0.70572467903406,0.90502057245399
"South Africa","ZAF",2048,0.231781657327022,0.525943450903926,0.745663150825456,0.249865775807481,0.294161793576904,0.513881493498434,0.0180841184804586,"5","UMIC","South Africa",0.00995182367630265,0.0196296200165481,Inf,2036,2029,2038,2030,0.0235403367453266,0.382914306046615,0.668926351993118,0.768218342672978
"South Korea","KOR",2048,0.535360593610742,0.535360593610742,0.74936731664837,0.535360593610742,0,0.214006723037628,0,"1","HIC","South Korea",0.0127165659856103,0.0244770076500607,2017,2017,2017,2017,2017,0,0,0.460586683124206,0.464639406389258
"Spain","ESP",2048,0.320154870254025,0.526508698926442,0.747590252063026,0.349679797716539,0.206353828672417,0.427435381809001,0.0295249274625149,"3","HIC","Spain",0.0156240459444382,0.0307943029021471,Inf,2032,2027,2035,2027,0.0434289019229231,0.303530641970652,0.62872463610751,0.679845129745976
"Sri Lanka","LKA",2048,0.152709669912963,0.524732810370328,0.741645207885402,0.19771621334279,0.372023140457365,0.588935537972439,0.045006543429827,"9","LMIC","Sri Lanka",0.0188291657187709,0.0368731965274003,Inf,2038,2032,2041,2033,0.0531182073389222,0.439073983553134,0.695081151123183,0.847290330087037
"Sudan","SDN",2048,0.0803949117560576,0.520969733321002,0.729609229926775,0.188674352414203,0.440574821564944,0.649214318170717,0.108279440658146,"9","LIC","Sudan",0.0120828601401941,0.0236799216959246,Inf,2042,2036,2045,2036,0.11774558671148,0.479091326480431,0.7059707764454,0.919605088243942
"Suriname","SUR",2048,0.210357779502311,0.525718925110039,0.744909012536968,0.249292518301766,0.315361145607728,0.534551233034657,0.0389347387994551,"6","UMIC","Suriname",0.0109210977560137,0.0200645515994065,Inf,2037,2030,2039,2031,0.0493068098295398,0.399372193408003,0.676953712907783,0.789642220497689
"Swaziland","SWZ",2048,0.11994975609078,0.523662239162772,0.738165109434028,0.194996612402594,0.403712483071992,0.618215353343248,0.0750468563118139,"9","LMIC","Swaziland",0.0110583828247052,0.0216900580532077,Inf,2040,2034,2043,2034,0.0852756496929683,0.458737993502149,0.702477338790464,0.88005024390922
"Sweden","SWE",2048,0.198435549584244,0.525569048135479,0.744408275480521,0.249015815914021,0.327133498551235,0.545972725896277,0.0505802663297769,"6","HIC","Sweden",0.0178671767309673,0.0351713609280607,Inf,2036,2030,2039,2031,0.063101933105369,0.408118771212418,0.681133907090181,0.801564450415756
"Switzerland","CHE",2048,0.373057727486958,0.526699145032062,0.748253422538654,0.399685716560764,0.153641417545104,0.375195695051696,0.0266279890738058,"2","HIC","Switzerland",0.0137374202185852,0.0270284607744185,Inf,2030,2026,2033,2026,0.042472792538091,0.245064696194829,0.598453336936042,0.626942272513042
"Syrian Arab Republic","SYR",2048,0.205352791339265,0.52565848432962,0.744706840928574,0.249180785788491,0.320305692990355,0.539354049589308,0.043827994449226,"6","LIC","Syria",0.015748456329685,0.0310296701698252,Inf,2036,2030,2039,2031,0.0551540280662307,0.403079114227539,0.678733963589091,0.794647208660735
"Tajikistan","TJK",2048,0.0754257306303823,0.52040069105707,0.727830136040425,0.18741709694476,0.444974960426688,0.652404405410042,0.111991366314378,"9","LMIC","Tajikistan",0.0162619453859756,0.0318512225557721,Inf,2042,2036,2045,2037,0.121127496215891,0.481275518006872,0.705626824175906,0.924574269369618
"Tanzania","TZA",2048,0.0700656081108909,0.519684481408353,0.7256036139174,0.238952695758083,0.449618873297462,0.655538005806509,0.168887087647192,"6","LMIC","Tanzania",0.0179774736938502,0.0358311703231265,Inf,2042,2036,2046,2037,0.181611831028323,0.483495262912136,0.704929306329687,0.929934391889109
"Thailand","THA",2048,0.259238601318257,0.52616841683655,0.746424443278374,0.259238601318257,0.266929815518293,0.487185841960117,0,"5","UMIC","Thailand",0.0157606117368465,0.0309231324363919,Inf,2034,2028,2037,2029,0,0.360345201563311,0.65768254505042,0.740761398681743
"Timor-Leste","TLS",2048,0.112385321649941,0.52331161224831,0.737036400257895,0.194134165322155,0.410926290598368,0.624651078607954,0.0817488436722137,"9","LMIC","Timor-Leste",0.0129095013233635,0.0252133184703913,Inf,2040,2034,2043,2034,0.0920994725145515,0.462955717859712,0.703741267290763,0.887614678350058
"Togo","TGO",2048,0.0911758585350548,0.521967271933016,0.732750972412235,0.190940500034157,0.430791413397961,0.64157511387718,0.0997646414991024,"9","LIC","Togo",0.00854666065959231,0.0152150303024881,Inf,2042,2035,2044,2036,0.109773318013197,0.474009650209734,0.705939779331805,0.908824141464945
"Tonga","TON",2048,0.0918470725139315,0.522020691038005,0.732920085159067,0.191064219175858,0.430173618524073,0.641073012645136,0.0992171466619262,"9","UMIC","Tonga",0.0200020589845614,0.0394387767706792,Inf,2041,2035,2044,2036,0.109251584902751,0.473679713520135,0.70590865617726,0.908152927486069
"Trinidad and Tobago","TTO",2048,0.208956762272396,0.525702347775201,0.744853528874632,0.249261853265097,0.316745585502805,0.535896766602237,0.0403050909927011,"6","HIC","Trinidad and Tobago",0.0111112919458126,0.0214006204756145,Inf,2037,2030,2039,2031,0.0509518178911228,0.400415009440833,0.677455720551615,0.791043237727604
"Tunisia","TUN",2048,0.144109069936246,0.524505521076452,0.740901646014955,0.197127240743705,0.380396451140206,0.596792576078709,0.0530181708074591,"9","LMIC","Tunisia",0.0132588594413601,0.0260519727029989,Inf,2039,2032,2041,2033,0.0619450083476289,0.444445007860839,0.697276434550199,0.855890930063754
"Turkey","TUR",2048,0.320639840774188,0.526510794534229,0.747597499466236,0.349685563294653,0.205870953760041,0.426957658692048,0.0290457225204651,"3","UMIC","Turkey",0.00850454127458078,0.0167746594384702,Inf,2033,2027,2035,2027,0.0427545273681712,0.303036542494114,0.628470264106453,0.679360159225812
"Turkmenistan","TKM",2048,0.112552607378648,0.523319949116908,0.737063180726523,0.194154521350938,0.41076734173826,0.624510573347876,0.0816019139722901,"9","UMIC","Turkmenistan",0.0199239447417161,0.0391571700387003,Inf,2039,2033,2043,2034,0.0919512690563589,0.462863878077247,0.703715598851656,0.887447392621352
"Uganda","UGA",2048,0.0753660944915528,0.520393348846862,0.727807240214135,0.187401034441461,0.445027254355309,0.652441145722582,0.112034939949909,"9","LIC","Uganda",0.00903161500405392,0.0161669356533207,Inf,2043,2036,2045,2037,0.121166809136532,0.481301033526986,0.705621048325944,0.924633905508447
"Ukraine","UKR",2048,0.136667857107139,0.524282082771124,0.740173307056227,0.196554543665357,0.387614225663985,0.603505449949088,0.0598866865582181,"9","LMIC","Ukraine",0.0196850063944261,0.0396420639886993,Inf,2038,2032,2042,2033,0.069366914056448,0.448974625646584,0.699042025618154,0.863332142892861
"United Arab Emirates","ARE",2048,0.214607727355518,0.525767664282088,0.7450722899683,0.249382762864349,0.311159936926571,0.530464562612783,0.0347750355088313,"6","HIC","United Arab Emirates",0.0148113295620841,0.0287070709740804,Inf,2036,2030,2039,2030,0.0442772824740697,0.396184107947572,0.675413524030054,0.785392272644483
"United Kingdom","GBR",2048,0.299334369010675,0.526410945549168,0.747253218850634,0.299998545357406,0.227076576538493,0.44791884983996,0.000664176346731826,"4","HIC","United Kingdom",0.013170753980542,0.0257802867822173,Inf,2033,2027,2036,2028,0.000947921972131019,0.324086934616538,0.63927618257443,0.700665630989326
"United States of America","USA",2048,0.479236051861278,0.526932290173763,0.749082819095982,0.526932290173763,0.0476962383124846,0.269846767234704,0.0476962383124846,"1","HIC","United States",0.0185394682775664,0.0359434173400258,2027,2026,2023,2027,2023,0.0915889790047048,0.0915889790047048,0.518174824119778,0.520763948138722
"Uruguay","URY",2048,0.29152645025895,0.526369927499447,0.747112357458334,0.299980853969362,0.234843477240497,0.455585907199384,0.00845440371041228,"4","HIC","Uruguay",0.0167279301585543,0.0329523699528229,Inf,2033,2027,2036,2028,0.0119332665467926,0.331478115628076,0.643052810321433,0.70847354974105
"Uzbekistan","UZB",2048,0.165081061360149,0.525012331769619,0.742563659845157,0.198449777354475,0.359931270409469,0.577482598485008,0.0333687159943259,"9","LMIC","Uzbekistan",0.0202564185365522,0.0398038127277055,Inf,2037,2031,2041,2032,0.0399664140433636,0.431097264359371,0.691663072616095,0.834918938639851
"Vanuatu","VUT",2048,0.0487231337612756,0.515033153262256,0.711449813878841,0.176595314764587,0.46631001950098,0.662726680117566,0.127872181003312,"9","LMIC","Vanuatu",0.0207854740720631,0.0413565936552733,Inf,2044,2038,2048,2039,0.134421623758085,0.490193797463754,0.696670657763324,0.951276866238724
"Venezuela","VEN",2048,0.324690293179031,0.526528002326198,0.747657048092431,0.39896616298351,0.201837709147167,0.4229667549134,0.0742758698044789,"2","UMIC","Venezuela",0.0121853479332139,0.0238667038271808,Inf,2032,2027,2035,2027,0.109987860464991,0.298881693996849,0.626330038856575,0.675309706820969
"Viet Nam","VNM",2048,0.128520324616427,0.524003062892614,0.739267185805724,0.19871157083213,0.395482738276187,0.610746861189297,0.0701912462157029,"8","LMIC","Vietnam",0.0149149880578462,0.0292637090377909,Inf,2039,2033,2042,2034,0.0805426083916518,0.453806037532797,0.700815955255047,0.871479675383573
"Yemen","YEM",2048,0.164636598291238,0.525003127442849,0.742533341128119,0.199522436048677,0.360366529151612,0.577896742836882,0.034885837757439,"8","LIC","Yemen",0.0111521265861566,0.021886380930581,Inf,2038,2032,2041,2032,0.0417612714252012,0.431388936137818,0.691790832175285,0.835363401708763
"Zambia","ZMB",2048,0.0926626408823024,0.522084422472266,0.733121964790658,0.242892867919357,0.429421781589963,0.640459323908355,0.150230227037055,"6","LMIC","Zambia",0.0209084374955653,0.0308610053350136,Inf,2040,2035,2044,2036,0.165572623597402,0.473276865847932,0.705866806290378,0.907337359117698
"Zimbabwe","ZWE",2048,0.156665339664254,0.524827739737514,0.741956610192483,0.197964176751173,0.36816240007326,0.58529127052823,0.0412988370869198,"9","LMIC","Zimbabwe",0.010611597495242,0.0208892052312721,Inf,2039,2032,2041,2032,0.0489708760108092,0.436555518691344,0.694020177345984,0.843334660335747
"Afghanistan","AFG",2049,0.135952522066815,0.524876998882025,0.7421870750224,0.196909136722074,0.388924476815209,0.606234552955585,0.0609566146552593,"9","LIC","Afghanistan",0.00922574292012701,0.0181305353906529,Inf,2040,2033,2042,2033,0.0705477606405014,0.450119335740118,0.701621807178591,0.864047477933185
"Albania","ALB",2049,0.0843004302289554,0.522627801505041,0.734837622450131,0.190748363916424,0.438327371276086,0.650537192221176,0.106447933687469,"9","UMIC","Albania",0.0243651572474316,0.0480434575825124,Inf,2041,2035,2045,2036,0.116247661571016,0.47868032894859,0.710426447381461,0.915699569771045
"Algeria","DZA",2049,0.157388804393249,0.525330965265554,0.743700985686182,0.19824474474193,0.367942160872305,0.586312181292933,0.040855940348681,"9","LMIC","Algeria",0.0133828430549843,0.0262500426003086,Inf,2038,2032,2041,2032,0.0484872982482285,0.436668967598224,0.695827665653955,0.842611195606751
"Angola","AGO",2049,0.113338829134002,0.524178197061168,0.739879684220259,0.194919604284367,0.410839367927166,0.626540855086257,0.0815807751503646,"9","LMIC","Angola",0.0110949005706301,0.0217938816052349,Inf,2041,2034,2043,2034,0.0920089633232558,0.46335554259797,0.706629404414222,0.886661170865998
"Antigua and Barbuda","ATG",2049,0.227683743061071,0.526152105177268,0.74648085853509,0.249690939229413,0.298468362116196,0.518797115474019,0.0220071961683417,"6","HIC","Antigua and Barbuda",0.011842512502624,0.0231330484479725,Inf,2036,2029,2038,2030,0.0284950575241897,0.38645873297964,0.671741803714282,0.772316256938929
"Argentina","ARG",2049,0.152143718918991,0.525233475541647,0.743374731797593,0.197954833033269,0.373089756622655,0.591231012878601,0.0458111141142775,"9","UMIC","Argentina",0.0140177226783149,0.0276287184356687,Inf,2038,2032,2041,2033,0.0540316975134852,0.440038913372169,0.697324565579425,0.847856281081009
"Armenia","ARM",2049,0.0866485949549564,0.522797484523299,0.735384973658825,0.191190365618096,0.436148889568343,0.648736378703868,0.10454177066314,"9","UMIC","Armenia",0.03001459316373,0.0603551030758077,Inf,2040,2034,2044,2036,0.114459527938192,0.477525831962598,0.710281251137808,0.913351405045044
"Australia","AUS",2049,0.259565403070337,0.526358376463403,0.747191345939451,0.259565403070337,0.266792973393066,0.487625942869114,0,"6","HIC","Australia",0.0112712539910111,0.0221729751310609,Inf,2035,2028,2037,2029,0,0.360319431992195,0.658567204843125,0.740434596929663
"Austria","AUT",2049,0.272866668714673,0.526427771046014,0.747431973852699,0.299947352231357,0.253561102331341,0.474565305138025,0.0270806835166831,"4","HIC","Austria",0.0164030541881506,0.0323455923793217,Inf,2034,2028,2037,2029,0.0372430781969705,0.348713353413645,0.652652388110381,0.727133331285327
"Azerbaijan","AZE",2049,0.133131182140944,0.524804584336113,0.741946757565613,0.196699368338738,0.391673402195169,0.608815575424669,0.0635681861977935,"9","UMIC","Azerbaijan",0.0209840450163937,0.0411442481236811,Inf,2038,2032,2042,2033,0.0733308026406933,0.451825459776604,0.702315694003491,0.866868817859056
"Bahamas","BHS",2049,0.222413089529331,0.526111205539255,0.746340718964784,0.249607441213871,0.303698116009924,0.523927629435453,0.0271943516845401,"6","HIC","The Bahamas",0.0112630803937602,0.022130415248798,Inf,2036,2030,2038,2030,0.0349727487929028,0.390564851234567,0.673786585628509,0.777586910470669
"Bahrain","BHR",2049,0.204462329196976,0.52595310073217,0.745800947225472,0.249285794753808,0.321490771535193,0.541338618028496,0.0448234655568314,"6","HIC","Bahrain",0.0152995491409542,0.0297963193729613,Inf,2036,2030,2039,2031,0.0563436116250613,0.40411759660693,0.680468867655335,0.795537670803024
"Bangladesh","BGD",2049,0.145550134790988,0.525099330122871,0.742926862161648,0.197558723553851,0.379549195331883,0.59737672737066,0.052008588762863,"9","LMIC","Bangladesh",0.0106624870777888,0.020866315122961,Inf,2039,2032,2041,2033,0.0608679231872087,0.444203002172678,0.699136077720057,0.854449865209012
"Barbados","BRB",2049,0.333049479029454,0.526661112836151,0.748248894598492,0.349854785552882,0.193611633806696,0.415199415569037,0.0168053065234272,"3","HIC","Barbados",0.0125029726311523,0.0232544853209541,Inf,2032,2027,2035,2027,0.0251972312713274,0.290293848972414,0.622534059895237,0.666950520970546
"Belarus","BLR",2049,0.101388819334147,0.523662003184223,0.738190221903944,0.193496223509804,0.422273183850076,0.636801402569797,0.0921074041756568,"9","UMIC","Belarus",0.027332283930082,0.0554374450748715,Inf,2039,2034,2044,2035,0.102499730870705,0.46991757162111,0.708650655890949,0.898611180665853
"Belgium","BEL",2049,0.385172026142704,0.526794181123696,0.748722102325441,0.399860052325966,0.141622154980992,0.363550076182738,0.0146880261832623,"2","HIC","Belgium",0.0167377415757441,0.0329425839121995,Inf,2030,2025,2033,2026,0.0238896517526891,0.230344358101479,0.591303733143279,0.614827973857296
"Belize","BLZ",2049,0.213150337007614,0.526033525630382,0.746075144893002,0.24944918378691,0.312883188622768,0.532924807885388,0.0362988467792963,"6","LMIC","Belize",0.00785161696375802,0.0130383725192265,Inf,2037,2030,2039,2030,0.0461318705294375,0.397640366817817,0.677289237004534,0.786849662992386
"Benin","BEN",2049,0.0915692512792973,0.523121279505701,0.736432319341465,0.19204318446482,0.431552028226404,0.644863068062168,0.100473933185523,"9","LMIC","Benin",0.00865861436534165,0.0170235347918931,Inf,2042,2035,2044,2036,0.110601642807682,0.475052202750883,0.709864861983477,0.908430748720703
"Bhutan","BTN",2049,0.0882903663856259,0.522910068897742,0.735748705234928,0.191485478937473,0.434619702512116,0.647458338849302,0.103195112551847,"9","LMIC","Bhutan",0.0156938577668484,0.0306041308258682,Inf,2041,2035,2044,2036,0.113188573145533,0.47670846779266,0.710158492328883,0.911709633614374
"Bolivia","BOL",2049,0.265042860806318,0.526387957417656,0.747293808630555,0.299929640390428,0.261345096611338,0.482250947824237,0.034886779584111,"4","LMIC","Bolivia",0.0112632535878172,0.0220410966905872,Inf,2035,2028,2037,2029,0.0474677742737285,0.355592296032471,0.656162001981928,0.734957139193682
"Bosnia and Herzegovina","BIH",2049,0.165988366045516,0.525475484601834,0.744185892414335,0.199617690606279,0.359487118556318,0.578197526368819,0.0336293245607628,"8","UMIC","Bosnia and Herzegovina",0.0219040031614426,0.0434604975988854,Inf,2037,2031,2040,2032,0.0403223686476754,0.43103369775767,0.693272734850572,0.834011633954484
"Botswana","BWA",2049,0.178659194583233,0.525659318052108,0.744805081880242,0.248692981564161,0.347000123468875,0.566145887297009,0.0700337869809284,"6","UMIC","Botswana",0.0149066124746294,0.029208104080428,Inf,2037,2031,2040,2032,0.0852676337508784,0.4224800730469,0.689294728282413,0.821340805416767
"Brazil","BRA",2049,0.335119360040055,0.526667367709465,0.748270994923114,0.399278725970487,0.19154800766941,0.413151634883059,0.0641593659304311,"2","UMIC","Brazil",0.024969252428373,0.0500342744301596,Inf,2030,2026,2035,2027,0.0964975697507095,0.288093826406119,0.621392186886279,0.664880639959945
"Brunei Darussalam","BRN",2049,0.302717405590588,0.526557428025208,0.747884222983894,0.349546510659385,0.22384002243462,0.445166817393306,0.0468291050687969,"3","HIC","Brunei",0.0199260455898399,0.0381922199239,Inf,2032,2027,2036,2028,0.0671594349898558,0.321017653716438,0.638430990480058,0.697282594409412
"Bulgaria","BGR",2049,0.232559986919397,0.52618800658581,0.746604059072655,0.249894410494671,0.293628019666412,0.514044072153258,0.0173344235752731,"5","UMIC","Bulgaria",0.0278749591750492,0.0561905599254501,Inf,2034,2028,2038,2030,0.022587333576328,0.382607128455229,0.66981661549001,0.767440013080603
"Burkina Faso","BFA",2049,0.0853791348899123,0.522707062739535,0.735093171410108,0.190954416506072,0.437327927849623,0.649714036520196,0.10557528161616,"9","LIC","Burkina Faso",0.00794726291202141,0.0145679264980164,Inf,2043,2036,2045,2036,0.115430650713891,0.478152144273446,0.710364328329634,0.914620865110088
"Burundi","BDI",2049,0.112493727857028,0.524145785887872,0.739773255188313,0.198451296070654,0.411652058030844,0.627279527331286,0.0859575682136256,"8","LIC","Burundi",0.00935485684810933,0.0137403726351578,Inf,2041,2034,2043,2034,0.0968529135079491,0.463830026842367,0.706788838592269,0.887506272142972
"Cabo Verde","CPV",2049,0.14001510716326,0.524975396963757,0.742514114283859,0.197195582549961,0.384960289800497,0.602499007120599,0.0571804753867004,"9","LMIC","Cape Verde",0.0131601875157253,0.0255149643679984,Inf,2039,2032,2042,2033,0.0664900928644052,0.447636107339828,0.700592547775112,0.85998489283674
"Cambodia","KHM",2049,0.215004171255833,0.526049702775979,0.746130390249774,0.249482105676394,0.311045531520146,0.531126218993941,0.0344779344205611,"6","LMIC","Cambodia",0.0107272738559473,0.0210364456518835,Inf,2036,2030,2039,2030,0.0439211689515838,0.396238451378468,0.676597504783731,0.784995828744167
"Cameroon","CMR",2049,0.0729975148898556,0.521635990697454,0.73165769221827,0.188228080492701,0.448638475807598,0.658660177328414,0.115230565602846,"9","LMIC","Cameroon",0.0111971915367772,0.0220195629760138,Inf,2043,2036,2045,2037,0.124304484026442,0.483966853394457,0.710526873345063,0.927002485110144
"Canada","CAN",2049,0.604678077042713,0.604678077042713,0.749711030568829,0.604678077042713,0,0.145032953526115,0,"1","HIC","Canada",0.0110299152056057,0.021539177193602,2017,2017,2017,2017,2017,0,0,0.366873034617374,0.395321922957287
"Central African Republic","CAF",2049,0.0554964567645268,0.519176290340212,0.723898116609531,0.182383500077939,0.463679833575685,0.668401659845004,0.126887043313412,"9","LIC","Central African Republic",0.00959178589305465,0.0176102065395062,Inf,2045,2038,2047,2038,0.134342580525162,0.490924398215927,0.70767512163622,0.944503543235473
"Chad","TCD",2049,0.109485144975888,0.524025748326466,0.739379506306224,0.1944953577426,0.414540603350577,0.629894361330335,0.0850102127667111,"9","LIC","Chad",0.00909405572936006,0.0171159220278261,Inf,2041,2034,2043,2035,0.0954618693748903,0.465506668430987,0.707337286712955,0.890514855024112
"Chile","CHL",2049,0.342438359470089,0.526688751510066,0.74834664666149,0.399376119299304,0.184250392039976,0.405908287191401,0.0569377598292145,"2","HIC","Chile",0.0166766152635577,0.03287506413737,Inf,2031,2026,2034,2027,0.0865892356241004,0.280202464200153,0.617293135992986,0.657561640529911
"China","CHN",2049,0.158568250230391,0.525351862690497,0.743771007448553,0.198307116722277,0.366783612460106,0.585202757218162,0.0397388664918866,"9","UMIC","China",0.0201724398842341,0.0394794567753506,Inf,2037,2031,2041,2032,0.0472276765201306,0.435904174712369,0.695484520733138,0.84143174976961
"Colombia","COL",2049,0.324843485360304,0.526635361657331,0.748158036698429,0.399133396280054,0.201791876297027,0.423314551338125,0.0742899109197497,"2","UMIC","Colombia",0.0163053966392293,0.0319553371653678,Inf,2032,2027,2035,2027,0.110033613405027,0.298881625106906,0.626987286887147,0.675156514639696
"Comoros","COM",2049,0.111466072233306,0.52410561593766,0.739641415945785,0.245655709364701,0.412639543704354,0.628175343712479,0.134189637131395,"6","LMIC","Comoros",0.010913767864248,0.0187067865605973,Inf,2041,2034,2043,2035,0.151023650237731,0.464404938077618,0.70697958072505,0.888533927766694
"Congo","COG",2049,0.0940533658168595,0.523270216654295,0.736915378353665,0.192439720109881,0.429216850837436,0.642862012536805,0.0983863542930216,"9","LMIC","Congo",0.0133461865921465,0.0263155642465431,Inf,2041,2035,2044,2036,0.108600606901899,0.473777190225388,0.70960251772054,0.905946634183141
"Costa Rica","CRI",2049,0.494888351768077,0.526966220672327,0.749347204934307,0.526966220672327,0.0320778689042494,0.254458853166229,0.0320778689042494,"1","UMIC","Costa Rica",0.0139779468431603,0.0273536987473706,2026,2025,2023,2026,2023,0.0635064921122564,0.0635064921122564,0.503767541407785,0.505111648231922
"Cote d'Ivoire","CIV",2049,0.087163891257979,0.522833338370121,0.735500758947148,0.191284186651194,0.435669447112142,0.648336867689169,0.104120295393215,"9","LMIC","Cote d'Ivoire",0.0179785097680343,0.0353656022703832,Inf,2041,2035,2044,2036,0.114062419744441,0.477270172531341,0.710244546069329,0.912836108742021
"Croatia","HRV",2049,0.196625763481094,0.525873366763586,0.745529813455176,0.199977502885067,0.329247603282492,0.548904049974082,0.00335173940397337,"7","HIC","Croatia",0.0241205973423184,0.0483590700818096,Inf,2035,2030,2039,2031,0.00417207728554598,0.40983092102773,0.683248260925734,0.803374236518906
"Cuba","CUB",2049,0.328016734463046,0.526645504611762,0.74819379981188,0.349808244787713,0.198628770148716,0.420177065348833,0.0217915103246668,"3","UMIC","Cuba",0.00935206942681122,0.0157042685223789,Inf,2033,2027,2035,2027,0.0324286502986858,0.295585887827132,0.625279061098475,0.671983265536954
"Cyprus","CYP",2049,0.338252504974687,0.526676659298873,0.748303848192593,0.349901190449216,0.188424154324187,0.410051343217906,0.0116486854745295,"3","HIC","Cyprus",0.0136599407564814,0.0268261821143608,Inf,2032,2026,2034,2027,0.0176029158585389,0.284737238509651,0.619649256401372,0.661747495025313
"Czech Republic","CZE",2049,0.365357347837484,0.526749041366728,0.748560809099667,0.39965206009799,0.161391693529244,0.383203461262183,0.0342947122605061,"2","HIC","Czech Republic",0.0163182563020996,0.0322377027850702,Inf,2030,2026,2033,2026,0.0540378308070667,0.254303257083824,0.603809813217619,0.634642652162516
"Denmark","DNK",2049,0.0951552602696111,0.52333346130064,0.737120761104093,0.192608939081137,0.428178201031029,0.641965500834482,0.0974536788115258,"9","HIC","Denmark",0.0129343517535064,0.0255586148658645,Inf,2041,2035,2044,2035,0.107702100186341,0.473206266479054,0.70947586104746,0.904844739730389
"Djibouti","DJI",2049,0.112024224175921,0.524127537949018,0.739713355580154,0.19843541495027,0.412103313773098,0.627689131404234,0.0864111907743488,"8","LMIC","Djibouti",0.0105417060907429,0.0193310204666852,Inf,2041,2034,2043,2035,0.0973125541562837,0.464092968516679,0.706876413178852,0.887975775824079
"Dominican Republic","DOM",2049,0.214873524886208,0.526048573445552,0.746126532530461,0.24947980677638,0.311175048559345,0.531253007644254,0.034606281890172,"6","UMIC","Dominican Republic",0.0102519555240731,0.0186589500749483,Inf,2037,2030,2039,2030,0.0440773340182629,0.396337479912704,0.676646406003894,0.785126475113793
"DR Congo","COD",2049,0.115229641213428,0.524248749007498,0.740111526677733,0.195117080736725,0.40901910779407,0.624881885464305,0.0798874395232975,"9","LIC","Democratic Republic of the Congo",0.00399848208409925,0.00399848208409925,Inf,2042,2034,2043,2034,0.0902917222869672,0.462288438725528,0.706264489150955,0.884770358786572
"Ecuador","ECU",2049,0.291449503206697,0.5265122145153,0.747726086570018,0.299984731938307,0.235062711308602,0.45627658336332,0.00853522873160945,"4","UMIC","Ecuador",0.011676273540056,0.0228552577999407,Inf,2034,2028,2036,2028,0.0120460415598288,0.331751529880268,0.643957749558144,0.708550496793303
"Egypt","EGY",2049,0.18515647634063,0.525742322620184,0.745085608181776,0.199893661757579,0.340585846279554,0.559929131841146,0.0147371854169488,"7","LMIC","Egypt",0.014907512909575,0.0291904282273929,Inf,2037,2031,2040,2031,0.018085908507643,0.417976993607339,0.687161541551643,0.81484352365937
"El Salvador","SLV",2049,0.37454318424102,0.526770696246265,0.748638076547794,0.399751684652877,0.152227512005245,0.374094892306774,0.0252085004118567,"2","LMIC","El Salvador",0.0112778973677963,0.022127171135129,Inf,2031,2026,2033,2026,0.0403041421513118,0.243386127019049,0.598114662565179,0.62545681575898
"Equatorial Guinea","GNQ",2049,0.114375512211082,0.524217209061529,0.740007853517124,0.195028709613971,0.409841696850447,0.625632341306042,0.0806531974028881,"9","UMIC","Equatorial Guinea",0.0127210288413478,0.0249082213700316,Inf,2040,2034,2043,2034,0.091069294621979,0.462771414410268,0.70643071632766,0.885624487788918
"Eritrea","ERI",2049,0.12525715423189,0.52458251276362,0.741211605838492,0.246571697964638,0.39932535853173,0.615954451606602,0.121314543732747,"6","LIC","Eritrea",0.00674750556651138,0.0115700084737038,Inf,2041,2034,2042,2034,0.13868595132804,0.456506001122059,0.704154889161435,0.874742845768109
"Estonia","EST",2049,0.159665332856525,0.52537098036084,0.743835093460247,0.198364247942073,0.365705647504315,0.584169760603722,0.0386989150855487,"9","HIC","Estonia",0.0199137255048915,0.0392621303304252,Inf,2037,2031,2041,2032,0.0460517893627984,0.435190480415912,0.695163228942432,0.840334667143475
"Ethiopia","ETH",2049,0.0612104388995458,0.520152956482486,0.726959049509136,0.184640935075836,0.45894251758294,0.66574861060959,0.12343049617629,"9","LIC","Ethiopia",0.00818263500578209,0.0135858421347631,Inf,2045,2038,2046,2038,0.131478343273869,0.488866234350716,0.709156384130642,0.938789561100454
